   0,3.094281e-01,3.424363e+03,1.726649e+04, 100
   0,5.497255e-01,1.870648e+04,1.215738e+05, 100
   1,2.700712e-01,4.782523e+03,3.126267e+04, 100
   2,2.554837e-01,2.843876e+02,1.271616e+03, 100
   0,3.593666e-01,3.699931e+03,1.314023e+04, 100
   1,3.593666e-01,1.376335e+04,9.297997e+04, 100
   2,3.593666e-01,2.411649e+03,1.342201e+04, 100
   0,3.266987e-01,1.924499e+03,8.471438e+03, 100
   1,3.266987e-01,2.858683e+03,2.125176e+04, 100
   2,3.266987e-01,1.663654e+03,9.724576e+03, 100
   3,2.714796e-01,4.973844e+03,4.266529e+04, 100
   0,3.288347e-01,9.616242e+03,5.426852e+04, 100
   1,3.288347e-01,7.815260e+02,1.849075e+03, 100
   2,3.288347e-01,1.042389e+03,3.407454e+03, 100
   3,3.288347e-01,1.404600e+03,8.810831e+03, 100
   4,3.288347e-01,8.832611e+03,6.298536e+04, 100
   5,2.836264e-01,7.130529e+03,5.525388e+04, 100
   6,2.836264e-01,3.807389e+03,2.997490e+04, 100
   7,2.836264e-01,8.886840e+02,3.965085e+03, 100
   8,2.591651e-01,8.191522e+02,2.902596e+03, 100
   9,2.591651e-01,6.752520e+02,3.473505e+03, 100
  10,2.010305e-01,2.359550e+03,1.827938e+04, 100
