   0,4.323979e-01,2.488724e+03,1.055792e+04, 100
   1,3.166264e-01,1.520097e+03,6.959140e+03, 100
   2,3.166264e-01,4.512334e+03,2.348184e+04, 100
   3,3.122975e-01,7.773143e+03,7.270615e+04, 100
   4,3.122975e-01,3.773031e+02,1.051303e+03, 100
   5,1.872765e-01,3.210891e+03,2.716141e+04, 100
   6,1.872765e-01,3.248758e+03,2.852219e+04, 100
   7,1.872765e-01,7.483733e+01,3.198847e+02, 100
   8,1.872765e-01,2.761272e+02,1.051775e+03, 100
   9,1.872765e-01,1.787665e+03,1.440063e+04, 100
  10,1.872765e-01,6.535691e+02,3.934118e+03, 100
